(arrivalMean_ / departureMean_),item->arrivalTime_,queue_->length(),status_,
1,137.436,0,1,
1,137.919,0,1,
1,140.584,0,0,
1,141.404,0,1,
1,141.657,1,1,
1,144.563,0,0,
1,144.94,0,1,
1,145.079,1,1,
1,145.254,2,1,
1,145.69,2,1,
1,146.379,3,1,
1,147.019,2,1,
1,147.078,3,1,
1,147.224,4,1,
1,147.932,4,1,
1,151.54,2,1,
1,154.503,2,1,
1,156.516,1,1,
1,157.021,1,1,
1,158.056,2,1,
1,160.492,2,1,
1,161.646,3,1,
1,161.808,4,1,
1,162.644,5,1,
1,162.677,5,1,
1,164.166,4,1,
1,164.246,5,1,
1,165.134,6,1,
1,165.846,5,1,
1,167.526,4,1,
1,168.371,4,1,
1,169.401,5,1,
1,169.763,5,1,
1,171.072,5,1,
1,171.113,6,1,
1,171.17,7,1,
1,172.203,8,1,
1,172.733,9,1,
1,173.317,9,1,
1,174.501,8,1,
1,175.074,8,1,
1,175.569,9,1,
1,177.527,8,1,
1,177.735,9,1,
1,178.011,10,1,
1,179.644,9,1,
1,179.742,10,1,
1,181.92,11,1,
1,182.368,12,1,
1,183.251,10,1,
1,183.49,11,1,
1,183.999,12,1,
1,184.555,11,1,
1,186.813,8,1,
1,187.204,9,1,
1,187.784,10,1,
1,188.949,10,1,
1,189.217,11,1,
1,189.829,12,1,
1,190.161,12,1,
1,191.773,9,1,
1,192.343,10,1,
1,192.637,11,1,
1,194.705,10,1,
1,195.713,9,1,
1,195.722,10,1,
1,195.754,11,1,
1,196.342,12,1,
1,196.899,12,1,
1,200.06,10,1,
1,200.3,11,1,
1,200.891,12,1,
1,203.783,12,1,
1,204.151,13,1,
1,204.348,14,1,
1,204.444,15,1,
1,204.545,16,1,
1,204.596,17,1,
1,204.808,18,1,
1,205.6,19,1,
1,206.341,19,1,
1,207.387,18,1,
1,208.122,19,1,
1,211.753,18,1,
1,212.286,19,1,
1,212.772,19,1,
1,215.428,19,1,
1,219.363,18,1,
1,219.505,19,1,
1,223.289,14,1,
1,224.398,15,1,
1,224.858,16,1,
1,226.171,17,1,
1,226.707,17,1,
1,227.537,17,1,
1,227.724,17,1,
1,227.795,18,1,
1,229.452,18,1,
1,230.57,18,1,
1,230.649,19,1,
1,231.071,19,1,
1,231.515,20,1,
1,231.748,21,1,
1,231.992,22,1,
1,232.472,22,1,
1,234.83,22,1,
1,235,23,1,
1,235.425,24,1,
1,236.054,24,1,
1,236.103,25,1,
1,236.123,26,1,
1,236.317,27,1,
1,237.292,25,1,
1,239.084,23,1,
1,240.92,24,1,
1,241.058,25,1,
1,241.81,25,1,
1,241.83,26,1,
1,241.952,27,1,
1,243.285,28,1,
1,243.551,29,1,
1,243.645,30,1,
1,244.329,29,1,
1,244.755,30,1,
1,244.857,30,1,
1,245.241,31,1,
1,245.35,32,1,
1,247.523,33,1,
1,247.635,34,1,
1,248.769,33,1,
1,249.158,34,1,
1,249.325,35,1,
1,249.428,36,1,
1,249.593,37,1,
1,252.325,36,1,
1,252.7,36,1,
1,253.28,36,1,
1,254.172,37,1,
1,254.903,38,1,
1,257.915,36,1,
1,261.632,37,1,
1,264.433,35,1,
1,264.693,36,1,
1,265.019,35,1,
1,266.455,34,1,
1,266.678,35,1,
1,270.158,36,1,
1,270.377,37,1,
1,272.082,37,1,
1,272.097,38,1,
1,272.686,38,1,
1,273.132,39,1,
1,274.004,38,1,
1,274.255,39,1,
1,274.53,40,1,
1,274.581,41,1,
1,275.96,40,1,
1,276.373,38,1,
1,280.586,36,1,
1,281.442,37,1,
1,282.926,36,1,
1,283.693,36,1,
