(arrivalMean_ / departureMean_),item->arrivalTime_,queue_->length(),status_,
1,38.708,0,1,
1,38.9968,0,1,
1,39.1908,1,1,
1,39.9177,2,1,
1,40.6117,3,1,
1,40.7946,4,1,
1,42.2811,3,1,
1,42.3072,4,1,
1,42.6458,4,1,
1,46.1067,0,1,
1,46.6275,1,1,
1,46.9243,2,1,
1,47.4542,3,1,
1,47.637,4,1,
1,48.6173,5,1,
1,48.6264,6,1,
1,49.1013,7,1,
1,49.4969,8,1,
1,49.6738,9,1,
1,50.3707,10,1,
1,51.1091,9,1,
1,52.1338,8,1,
1,54.8918,6,1,
1,56.012,7,1,
1,57.2227,6,1,
1,57.6318,7,1,
1,60.2021,4,1,
1,60.9336,4,1,
1,61.3388,5,1,
1,62.4925,5,1,
1,62.6278,5,1,
1,63.489,5,1,
1,64.1782,5,1,
1,64.4761,6,1,
1,64.6527,6,1,
1,70.2459,0,0,
1,71.2238,0,1,
1,74.6701,1,1,
1,74.9318,2,1,
1,75.0988,3,1,
1,75.2862,4,1,
1,76.8563,3,1,
1,77.6617,1,1,
1,77.6886,2,1,
1,79.4782,1,1,
1,80.0722,1,1,
1,80.5818,2,1,
1,80.6745,3,1,
1,82.1214,2,1,
1,82.7182,2,1,
1,84.6575,3,1,
1,87.8013,0,1,
1,88.041,1,1,
1,88.9691,1,1,
1,89.1261,2,1,
1,89.4,2,1,
1,89.5421,3,1,
1,89.559,4,1,
1,90.1578,5,1,
1,90.192,6,1,
1,90.3417,7,1,
1,90.5994,7,1,
1,90.892,8,1,
1,94.8595,8,1,
1,95.7316,8,1,
1,96.0062,9,1,
1,98.951,8,1,
1,99.3055,8,1,
1,99.5422,9,1,
1,99.6031,10,1,
1,100.711,11,1,
1,102.217,10,1,
1,103.917,9,1,
1,104.009,10,1,
1,104.642,11,1,
1,104.744,12,1,
1,105.152,13,1,
1,105.22,14,1,
1,105.472,15,1,
1,107.133,15,1,
1,107.148,16,1,
1,109.123,11,1,
1,109.193,12,1,
1,109.248,13,1,
1,110.096,14,1,
1,110.385,15,1,
1,110.601,15,1,
1,113.331,13,1,
1,114.604,12,1,
1,114.701,13,1,
1,116.861,10,1,
1,117.317,11,1,
1,117.66,12,1,
1,119.6,11,1,
1,121.33,12,1,
1,121.671,13,1,
1,122.318,14,1,
1,122.823,13,1,
1,123.374,14,1,
1,124.115,15,1,
1,124.968,16,1,
1,127.146,17,1,
1,128.878,16,1,
1,130.079,17,1,
1,131.53,18,1,
1,131.995,19,1,
1,132.248,19,1,
1,132.332,20,1,
1,133.963,21,1,
1,134.583,22,1,
1,135.069,22,1,
1,135.259,22,1,
1,136.228,22,1,
1,136.942,23,1,
1,138.05,22,1,
1,138.087,23,1,
1,139.882,23,1,
1,140.265,23,1,
1,142.234,20,1,
1,142.329,21,1,
1,142.784,22,1,
1,143.947,22,1,
1,145.571,19,1,
1,146.339,20,1,
1,147.155,21,1,
1,148.252,22,1,
1,149.654,21,1,
1,149.816,22,1,
1,150.652,23,1,
1,152.142,23,1,
1,154.068,21,1,
1,154.115,22,1,
1,155.351,22,1,
1,155.713,23,1,
1,156.156,24,1,
1,156.385,25,1,
1,156.627,25,1,
1,157.658,26,1,
1,159.27,26,1,
1,159.892,27,1,
1,160.876,27,1,
1,162.06,26,1,
1,162.222,26,1,
1,162.315,27,1,
1,162.885,27,1,
1,163.264,27,1,
1,163.411,28,1,
1,163.561,29,1,
1,163.713,30,1,
1,164.242,30,1,
1,168.326,29,1,
1,173.238,26,1,
1,174.534,27,1,
1,175.889,28,1,
1,175.951,29,1,
1,176.471,29,1,
1,178.406,29,1,
1,179.452,29,1,
1,180.752,29,1,
1,180.761,30,1,
1,181.331,30,1,
1,183.953,28,1,
1,183.992,29,1,
1,183.998,30,1,
1,184.026,31,1,
1,185.712,32,1,
1,189.052,32,1,
1,189.148,33,1,
1,189.25,34,1,
1,189.3,35,1,
1,189.512,36,1,
1,190.305,36,1,
1,190.415,36,1,
1,193.167,34,1,
1,193.832,35,1,
1,196.541,33,1,
1,197.45,32,1,
1,197.655,33,1,
1,198.585,34,1,
1,199.668,35,1,
1,201.699,35,1,
1,202.146,36,1,
